text,label,category,language,source_dataset
I have printed it oh. So &lt;#&gt; come upstairs,SAFE,SAFE,English,UCI SMS Spam Collection
Or ill be a little closer like at the bus stop on the same street,SAFE,SAFE,English,UCI SMS Spam Collection
Where are you?when wil you reach here?,SAFE,SAFE,English,UCI SMS Spam Collection
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",SAFE,SAFE,English,UCI SMS Spam Collection
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Tomarrow final hearing on my laptop case so i cant.,SAFE,SAFE,English,UCI SMS Spam Collection
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,SAFE,SAFE,English,UCI SMS Spam Collection
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",SAFE,SAFE,English,UCI SMS Spam Collection
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",SAFE,SAFE,English,UCI SMS Spam Collection
U don't remember that old commercial?,SAFE,SAFE,English,UCI SMS Spam Collection
Too late. I said i have the website. I didn't i have or dont have the slippers,SAFE,SAFE,English,UCI SMS Spam Collection
I asked you to call him now ok,SAFE,SAFE,English,UCI SMS Spam Collection
Kallis wont bat in 2nd innings.,SAFE,SAFE,English,UCI SMS Spam Collection
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,SAFE,SAFE,English,UCI SMS Spam Collection
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,SCAM,LOTTERY_SCAM,English,UCI SMS Spam Collection
Ranjith cal drpd Deeraj and deepak 5min hold,SAFE,SAFE,English,UCI SMS Spam Collection
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",SAFE,SAFE,English,UCI SMS Spam Collection
What you doing?how are you?,SAFE,SAFE,English,UCI SMS Spam Collection
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",SAFE,SAFE,English,UCI SMS Spam Collection
"I'm back, lemme know when you're ready",SAFE,SAFE,English,UCI SMS Spam Collection
Don't necessarily expect it to be done before you get back though because I'm just now headin out,SAFE,SAFE,English,UCI SMS Spam Collection
Mmm so yummy babe ... Nice jolt to the suzy,SAFE,SAFE,English,UCI SMS Spam Collection
Where are you lover ? I need you ...,SAFE,SAFE,English,UCI SMS Spam Collection
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
I‘m parked next to a MINI!!!! When are you coming in today do you think?,SAFE,SAFE,English,UCI SMS Spam Collection
Yup,SAFE,SAFE,English,UCI SMS Spam Collection
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,SAFE,SAFE,English,UCI SMS Spam Collection
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,SAFE,SAFE,English,UCI SMS Spam Collection
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Why you Dint come with us.,SAFE,SAFE,English,UCI SMS Spam Collection
Same. Wana plan a trip sometme then,SAFE,SAFE,English,UCI SMS Spam Collection
"Not sure yet, still trying to get a hold of him",SAFE,SAFE,English,UCI SMS Spam Collection
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
The evo. I just had to download flash. Jealous?,SAFE,SAFE,English,UCI SMS Spam Collection
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
"Come to mu, we're sorting out our narcotics situation",SAFE,SAFE,English,UCI SMS Spam Collection
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",SAFE,SAFE,English,UCI SMS Spam Collection
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,SCAM,PHISHING,English,UCI SMS Spam Collection
"Usf I guess, might as well take 1 car",SAFE,SAFE,English,UCI SMS Spam Collection
No objection. My bf not coming.,SAFE,SAFE,English,UCI SMS Spam Collection
Thanx...,SAFE,SAFE,English,UCI SMS Spam Collection
Tell rob to mack his gf in the theater,SAFE,SAFE,English,UCI SMS Spam Collection
"Awesome, I'll see you in a bit",SAFE,SAFE,English,UCI SMS Spam Collection
Just sent it. So what type of food do you like?,SAFE,SAFE,English,UCI SMS Spam Collection
All done? All handed in? Celebrations in full swing yet?,SAFE,SAFE,English,UCI SMS Spam Collection
You got called a tool?,SAFE,SAFE,English,UCI SMS Spam Collection
"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..",SAFE,SAFE,English,UCI SMS Spam Collection
Ok. I asked for money how far,SAFE,SAFE,English,UCI SMS Spam Collection
Okie...,SAFE,SAFE,English,UCI SMS Spam Collection
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",SAFE,SAFE,English,UCI SMS Spam Collection
"K, I might come by tonight then if my class lets out early",SAFE,SAFE,English,UCI SMS Spam Collection
Ok..,SAFE,SAFE,English,UCI SMS Spam Collection
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,SAFE,SAFE,English,UCI SMS Spam Collection
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",SAFE,SAFE,English,UCI SMS Spam Collection
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",SAFE,SAFE,English,UCI SMS Spam Collection
Hey you told your name to gautham ah?,SAFE,SAFE,English,UCI SMS Spam Collection
Haf u found him? I feel so stupid da v cam was working.,SAFE,SAFE,English,UCI SMS Spam Collection
Oops. 4 got that bit.,SAFE,SAFE,English,UCI SMS Spam Collection
Are you this much buzy,SAFE,SAFE,English,UCI SMS Spam Collection
I accidentally deleted the message. Resend please.,SAFE,SAFE,English,UCI SMS Spam Collection
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Unless it's a situation where YOU GO GURL would be more appropriate,SAFE,SAFE,English,UCI SMS Spam Collection
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,SAFE,SAFE,English,UCI SMS Spam Collection
I cant pick the phone right now. Pls send a message,SAFE,SAFE,English,UCI SMS Spam Collection
Need a coffee run tomo?Can't believe it's that time of week already,SAFE,SAFE,English,UCI SMS Spam Collection
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",SAFE,SAFE,English,UCI SMS Spam Collection
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",SAFE,SAFE,English,UCI SMS Spam Collection
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,SAFE,SAFE,English,UCI SMS Spam Collection
He is a womdarfull actor,SAFE,SAFE,English,UCI SMS Spam Collection
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",SCAM,PHISHING,English,UCI SMS Spam Collection
Yup... From what i remb... I think should be can book...,SAFE,SAFE,English,UCI SMS Spam Collection
Jos ask if u wana meet up?,SAFE,SAFE,English,UCI SMS Spam Collection
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,SAFE,SAFE,English,UCI SMS Spam Collection
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Where are the garage keys? They aren't on the bookshelf,SAFE,SAFE,English,UCI SMS Spam Collection
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,SAFE,SAFE,English,UCI SMS Spam Collection
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",SCAM,LOTTERY_SCAM,English,UCI SMS Spam Collection
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,SAFE,SAFE,English,UCI SMS Spam Collection
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",SAFE,SAFE,English,UCI SMS Spam Collection
You made my day. Do have a great day too.,SAFE,SAFE,English,UCI SMS Spam Collection
K.k:)advance happy pongal.,SAFE,SAFE,English,UCI SMS Spam Collection
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",SAFE,SAFE,English,UCI SMS Spam Collection
"Not really dude, have no friends i'm afraid :(",SAFE,SAFE,English,UCI SMS Spam Collection
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
"Coffee cake, i guess...",SAFE,SAFE,English,UCI SMS Spam Collection
"Merry Christmas to you too babe, i love ya *kisses*",SAFE,SAFE,English,UCI SMS Spam Collection
Hey... Why dont we just go watch x men and have lunch... Haha,SAFE,SAFE,English,UCI SMS Spam Collection
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,SAFE,SAFE,English,UCI SMS Spam Collection
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,SAFE,SAFE,English,UCI SMS Spam Collection
No problem. How are you doing?,SAFE,SAFE,English,UCI SMS Spam Collection
Hi da:)how is the todays class?,SAFE,SAFE,English,UCI SMS Spam Collection
"I'd say that's a good sign but, well, you know my track record at reading women",SAFE,SAFE,English,UCI SMS Spam Collection
"Cool, text me when you're parked",SAFE,SAFE,English,UCI SMS Spam Collection
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,SAFE,SAFE,English,UCI SMS Spam Collection
K.k:)apo k.good movie.,SAFE,SAFE,English,UCI SMS Spam Collection
Maybe i could get book out tomo then return it immediately ..? Or something.,SAFE,SAFE,English,UCI SMS Spam Collection
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,SAFE,SAFE,English,UCI SMS Spam Collection
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
"Ta-Daaaaa! I am home babe, are you still up ?",SAFE,SAFE,English,UCI SMS Spam Collection
Cool. So how come you havent been wined and dined before?,SAFE,SAFE,English,UCI SMS Spam Collection
Just sleeping..and surfing,SAFE,SAFE,English,UCI SMS Spam Collection
U calling me right? Call my hand phone...,SAFE,SAFE,English,UCI SMS Spam Collection
Ok that's great thanx a lot.,SAFE,SAFE,English,UCI SMS Spam Collection
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,SAFE,SAFE,English,UCI SMS Spam Collection
Where u been hiding stranger?,SAFE,SAFE,English,UCI SMS Spam Collection
Am not interested to do like that.,SAFE,SAFE,English,UCI SMS Spam Collection
My sister cleared two round in birla soft yesterday.,SAFE,SAFE,English,UCI SMS Spam Collection
Gudnite....tc...practice going on,SAFE,SAFE,English,UCI SMS Spam Collection
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,SAFE,SAFE,English,UCI SMS Spam Collection
One small prestige problem now.,SAFE,SAFE,English,UCI SMS Spam Collection
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,SAFE,SAFE,English,UCI SMS Spam Collection
"Nah can't help you there, I've never had an iphone",SAFE,SAFE,English,UCI SMS Spam Collection
If you're not in my car in an hour and a half I'm going apeshit,SAFE,SAFE,English,UCI SMS Spam Collection
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",SAFE,SAFE,English,UCI SMS Spam Collection
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,SAFE,SAFE,English,UCI SMS Spam Collection
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,SAFE,SAFE,English,UCI SMS Spam Collection
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",SAFE,SAFE,English,UCI SMS Spam Collection
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",SAFE,SAFE,English,UCI SMS Spam Collection
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",SAFE,SAFE,English,UCI SMS Spam Collection
